x0,y0,label
1.1151316094515824,1.0654962823493728,1
-0.37888154278718,1.8222946048193762,-1
0.3694516386320119,0.41796870381738693,1
-0.03521420096979544,-0.6202146196936119,-1
0.9388215882190725,1.3844601637105685,1
0.4836644970968731,-0.5693193592535394,-1
-0.39855621576833966,-0.9334569005736935,-1
-0.4361420874127211,-0.4403626228963565,-1
0.6622546261339004,0.7043962593583872,1
1.2541143715286536,0.48942193128708444,1
1.0704956769687763,-0.04144618609385675,-1
1.07071645718421,-0.9680312249417548,-1
0.005447697701255194,0.5081649621714002,1
-0.9895952147509421,-0.4495125647394905,-1
1.0886530800191112,0.4180664370119245,1
1.6994211092579912,1.1914838322617856,1
1.6086170499549244,1.4348645521960859,1
-0.6262713025773337,0.5089549647810996,-1
1.3332715649450533,-0.8161990620089238,-1
1.2083689485192686,-0.8509895791345382,-1
-0.09317741521657152,1.8799728107929532,-1
-0.718211029115396,0.8681942009685253,-1
0.7637929400118522,0.4288632134160757,1
0.0016807064897681467,-0.6235160471116417,-1
0.3738109105879457,0.26839345377606705,1
-0.8257315166092076,-0.7046089415300736,-1
-0.9130503583535318,0.039651099543288826,-1
-0.13420634615428984,0.29357351459196934,-1
1.0014518981692397,-0.2693828716664044,-1
-0.681569931714115,-0.4309185963732304,-1
0.9920956456278756,0.8061383828422786,1
-0.874078733421951,0.21533640513619812,-1
0.0750693675937899,-0.30483084592107035,-1
-0.027801754062345196,1.511513667114981,-1
1.7558038461846612,1.0919444957888733,1
1.9088946948203693,1.4043889852476048,1
1.5822983731601439,-0.1508743118264806,-1
1.0897113920742227,0.25492043213563575,1
0.22484079435648274,-0.3273685255499482,-1
0.49606773264309023,1.0203119351161138,1
-0.13209349352952626,1.529524933965491,-1
-0.36364683165823986,-0.20911585049674997,-1
-0.49014956077831084,0.678737638996969,-1
-0.26402851765403834,1.8486796669724916,-1
0.9063247312450606,-0.9635108067444463,-1
-0.38587076554677613,0.40156842341159393,-1
-0.6035010543813106,0.4238233405819831,-1
1.4890438611503996,0.2771785777567377,1
-0.3370545930087794,-0.7207089086573126,-1
1.197888708257719,-0.5517014348068654,-1
-0.10734780383587483,1.9366290043766732,-1
1.494743146819025,-0.5876911920258721,-1
0.4890608688630955,-0.027513138117841507,-1
-0.4944698684030895,-0.9175873038285846,-1
1.5264363392926903,-0.8938064279654656,-1
-0.3863481170397426,-0.956710023595221,-1
1.006253169871743,0.3346979042527565,1
0.049315315524814274,0.09939628955906787,1
-0.3121143886951335,1.703564859304191,-1
1.6185935142510361,0.5689061124484205,1
1.4237968723248242,1.0403452957005648,1
0.372300947569455,0.7822785540588466,1
-0.573902859410058,-0.9064004954044951,-1
1.7537295569643865,-0.08020882611618729,-1
-0.7759580881233398,1.8791702833002066,-1
1.601374194377632,1.6141325633662484,1
0.20386818320101519,-0.14292455006814353,-1
-0.07466444734067412,-0.326148320910721,-1
1.643465621685611,-0.49855538475057504,-1
-0.01959897235910768,1.8243518151779594,-1
0.42600773049438434,-0.5380257821143674,-1
-0.053957134444640675,1.0848664233879237,-1
0.36244458894060694,-0.18280627805551186,-1
1.6172967442139936,0.2990010174402382,1
-0.5812258563607916,-0.6026409988268253,-1
-0.6156536198068846,-0.12276384546242791,-1
-0.13061259044288775,1.2860099921074237,-1
0.014274716836267132,0.882993474798125,1
1.8346640578362425,-0.372361165280125,-1
0.9219223933275071,0.27674089829069604,1
1.3227806520398016,1.2705208428700288,1
0.23391220584240724,1.7963813051888962,1
0.8972849635354532,1.203278401812133,1
1.181976793543282,0.7066131516301468,1
0.36992403026441867,1.3617308902414895,1
-0.7027709096621342,-0.054697870533042425,-1
0.4409017060661551,-0.8803215666028654,-1
1.9007752176514336,-0.6069801061643312,-1
0.37999808700036053,0.9616576602703071,1
0.3480262514792991,-0.9781694948032927,-1
-0.8836166583805275,0.8705939734127117,-1
-0.9476005212966273,0.2983449340116695,-1
1.3425668736313212,-0.7052481671515788,-1
-0.8964837629133066,1.3753696171031642,-1
1.2214893540273533,0.5680240443422724,1
-0.135485120124762,0.3547838639849432,-1
0.2926228288581938,-0.240393700930985,-1
-0.7706822704437085,1.2009085521630074,-1
0.36817957516192124,-0.040712577053333865,-1
1.783926995943299,0.2295462411183682,1
0.8984991787336098,1.0252483434995479,1
0.2792116607436528,1.4026512883914481,1
-0.641581248494284,0.22200908793206087,-1
1.0145784993731066,-0.17196476500614133,-1
-0.2949859699488502,1.7505486381241697,-1
0.3691997490101526,-0.9701230942976742,-1
0.8514147086686878,1.4519990020605231,1
1.1651269665645385,0.2842749741676811,1
0.7022049610658656,1.0553616543219357,1
0.23597557084915577,0.2872818959956507,1
1.356606525738128,0.43110691959673275,1
0.5949666981487309,1.5757254928229005,1
-0.8040067621938621,1.093595602265002,-1
1.0236332294626944,0.1385453999394457,1
1.7008279190971543,1.8847281080871365,1
1.7772039763675789,1.5458527939556856,1
1.8986637649600668,-0.4476811666193652,-1
1.6753434235126958,-0.8132758749198513,-1
0.2942091038790302,1.9616595098537486,1
1.373384371779812,1.18833572783512,1
-0.7834506711080863,-0.635798946528237,-1
-0.696131137490739,-0.03927885151721522,-1
1.4922206477597584,-0.004765237275568657,-1
-0.21539238912891412,0.3434591344032214,-1
0.8404432109651738,0.2987998709996469,1
0.6454299858308468,1.654499957827265,1
0.916805852354621,1.6055366539075502,1
0.1967025229447632,-0.8812616390976461,-1
-0.11561984338549292,-0.2634756340807476,-1
-0.4746680747122568,0.3867180841972515,-1
1.4930195774279187,-0.6635609267799966,-1
0.5922883653175193,0.43412335805896163,1
0.7639552737983053,0.3958928693988446,1
1.325742998179412,-0.7352384459455623,-1
-0.006528312934840463,0.8365964529196968,-1
0.4907577301785633,-0.2806331365987922,-1
1.1142886466776112,0.22758688691538786,1
-0.5440520754230473,-0.7923546868139825,-1
-0.5477630455237911,-0.5786881706038811,-1
-0.27331339657595166,-0.09321139575637816,-1
1.2435247977372859,-0.33752046461236607,-1
-0.07346728005809189,0.737447028366379,-1
0.8930001590582699,0.32832780692402475,1
-0.6337994578606386,0.9215183731568586,-1
1.0218739307214735,0.13223303385822316,1
1.2691603093047936,0.580090960433703,1
0.6499748667298357,0.7593946381823802,1
-0.4006612849239847,0.35817724280241503,-1
0.3667250391961354,0.14868671481702234,1
-0.10882794205610147,-0.8978513474470752,-1
-0.8258388596771317,0.8175707320684076,-1
1.7951065861567561,0.7349224049895158,1
1.492508956762011,1.8708443977070899,1
-0.052895718709301764,-0.5544314710786029,-1
0.24609820246070813,0.6733474785077309,1
1.5854190875268386,0.5307084974591882,1
1.305645360115299,0.3802074823432029,1
-0.02112594780861199,0.257708268983702,-1
1.6980185726577512,0.9162229209215091,1
1.6667530816286091,0.36511156979477444,1
1.9732292385411014,-0.6082086694009573,-1
-0.35091375801040714,1.7008332758397868,-1
-0.5786111779543902,-0.10331829566678541,-1
1.2843021190038098,-0.57202523160569,-1
-0.2501052408890211,-0.9416729241368186,-1
-0.6598852585423732,1.1853354701472303,-1
0.9443183962964499,1.3352733749728989,1
0.07363221871111048,1.6061840575440138,1
0.6801243826028678,1.470510319305002,1
1.8694998027295293,0.5947947364212398,1
1.4150613692586358,-0.30126339435294713,-1
0.6325999806000442,1.2040830878080566,1
1.1611627459997025,0.16872093316585257,1
1.2169956652126195,0.551590835757338,1
0.1883983049598601,0.567142863459035,1
0.3936680241891608,-0.7059226845665576,-1
1.5699385643445418,1.9072478547596394,1
-0.7990995274077461,-0.03727155484426126,-1
1.318821858179946,-0.9104956721100081,-1
1.9412299133475388,0.992337687453452,1
-0.07208597702004571,1.8338089343654733,-1
1.374837623741941,0.2696782148357699,1
1.9875979067116547,0.12448868808820102,1
-0.6294865360425262,-0.43426995687626824,-1
-0.6355915197277328,1.214173602693482,-1
-0.028543134230541778,0.6590764594108938,-1
1.131252593305839,1.5706361516514429,1
-0.06350083519168104,0.56598011078081,-1
1.628598575428137,-0.9175805933652099,-1
-0.20413466053857465,0.3229391361677614,-1
