x0,y0,z0,attracted
2.195254015709299,1.544551434978532,3.0325016641317775,1.0
2.860757465489678,2.8499063691351485,2.013274045454938,1.0
2.4110535042865755,2.3239413603345387,0.7080666525240273,1.0
2.1795327319875875,1.8525509586968085,3.3301460214360326,1.0
1.6946191973556188,3.7745838391489133,2.067299122401473,1.0
2.5835764522666245,2.9695856495895403,3.7076781765780336,1.0
1.75034884505077,3.777866601121711,3.887226200184533,1.0
3.567092003128319,3.210424354218176,2.7005193958202542,1.0
3.854651042004117,0.616209833429683,1.248400431949345,-1.0
1.5337660753031108,0.8274810307619989,2.302735083562713,1.0
3.1669001523306584,0.26431668245552364,1.4851458761306584,-1.0
2.115579679011618,1.5870178394768972,1.076016124376404,1.0
2.2721782443757292,1.975751967698312,1.8167191014292774,1.0
3.702386553170644,3.9590427060613442,1.655108499094315,1.0
0.28414423279154777,3.616076667604644,2.442357085707294,1.0
0.34851719880616283,0.8501611418612169,3.414470608148588,-1.0
0.08087358976130288,1.5941607282971781,1.398534872575031,1.0
3.330479382191752,2.058724178497589,1.7956479740566893,1.0
3.112627003799402,2.291006070280085,3.3325323204160107,1.0
3.4800485929872766,0.9481327283498713,0.7635886928178586,-1.0
3.914473368931056,1.1541829055177155,0.5018825130964228,-1.0
3.1966342568668944,2.46298408178182,2.176019047110852,1.0
1.8459174490117274,1.3507165108359906,3.324456897995667,1.0
3.122116705145822,2.8788845431575933,1.4933338662494307,1.0
0.4730977034757329,1.1934121558536739,2.527644628408696,1.0
2.5596840853100953,0.8416841161326327,0.039294557840454214,-1.0
0.5734131496361856,2.1505995551037844,3.6363800680639344,1.0
3.7786756681983356,0.42401952987494784,2.41354767522423,-1.0
2.0873932870002867,3.73886064568336,1.0344610731731025,1.0
1.6586477599620943,0.8910273183768838,0.3129149588568656,1.0
1.0582224484185079,1.8464670120350997,0.8977820958055931,1.0
3.0969347577368667,2.862640823244691,2.5151699956572053,1.0
1.8246013288661942,2.417430219194859,2.676675087580725,1.0
2.273735795474594,1.1651757394509397,2.8414281682007703,-1.0
0.07515920174542057,3.743529437826508,3.385519030841321,1.0
2.4705419883035082,1.825269750235727,2.141899037587863,1.0
2.4483828908896856,2.7252249523618075,0.9989071292239791,1.0
2.4677359874990277,0.5802290770682625,3.881469949495586,-1.0
3.7749923140584967,1.0491831001297127,0.4530872458261239,-1.0
2.7272811964139336,0.6535372851327739,1.1750349094107069,-1.0
1.438031602295144,2.452452714677481,2.853892091840421,1.0
1.7481278151973658,0.31618901782033193,2.422542033745662,-1.0
2.7905247837090594,1.689240287838441,2.175458601473561,1.0
0.24090188651707933,1.6326173982394803,0.45788084017460173,1.0
2.6670668617826707,0.7296151280002903,3.917508747073264,-1.0
2.6825514784726376,0.7262686872162227,0.5913597978667737,-1.0
0.8415302442953636,1.3130788380833467,1.3209788600239611,1.0
0.5157051906194132,2.0705727240834615,1.526742345984676,1.0
1.2617134036967355,2.4524215231057283,0.938429073922737,1.0
1.4548430837704904,2.8312747363282806,1.1625155158692793,1.0
2.2807870816715186,3.2427820988470413,2.794940077755882,1.0
1.7544060538492814,1.6065422697093847,3.0739332578410425,1.0
3.9534953522369047,1.6490152874524928,2.3494950025540993,-1.0
0.4081792429921123,2.2279537685028177,3.450587433458687,1.0
0.8355070243793388,3.1961788781669864,2.8607904015541767,1.0
0.645238071539985,2.2984105176935006,1.850576191938147,1.0
