x,y
tensor(1.5808),tensor(0.4787)
tensor(13.8450),tensor(-4.0153)
tensor(0.3745),tensor(0.9879)
tensor(10.4193),tensor(-4.5352)
tensor(1.0949),tensor(6.0706)
tensor(0.9285),tensor(2.5601)
tensor(0.7834),tensor(0.2372)
tensor(5.3166),tensor(-1.6794)
tensor(5.4125),tensor(-0.8503)
tensor(0.9009),tensor(3.1720)
tensor(0.0532),tensor(0.1910)
tensor(0.9215),tensor(2.5408)
tensor(0.0347),tensor(0.0897)
tensor(0.0285),tensor(0.0735)
tensor(0.4462),tensor(0.4272)
tensor(9.2851),tensor(4.2377)
tensor(0.3768),tensor(0.8236)
tensor(0.0425),tensor(0.1096)
tensor(1.6433),tensor(-0.7041)
tensor(0.7446),tensor(4.1285)
tensor(12.6069),tensor(-3.6562)
tensor(0.5847),tensor(2.0588)
tensor(21.2362),tensor(-6.3331)
tensor(0.3726),tensor(0.3567)
tensor(0.0176),tensor(0.0455)
tensor(0.0283),tensor(0.0729)
tensor(0.0674),tensor(0.2420)
tensor(0.9698),tensor(5.3768)
tensor(3.6985),tensor(-1.5846)
tensor(0.0169),tensor(0.0436)
tensor(8.0655),tensor(-2.4749)
tensor(0.6521),tensor(0.6243)
tensor(1.0728),tensor(2.9579)
tensor(0.4220),tensor(1.1132)
tensor(0.5178),tensor(0.9177)
tensor(0.5296),tensor(0.9385)
tensor(0.2862),tensor(1.0078)
tensor(10.0481),tensor(-2.9141)
tensor(0.4259),tensor(1.4997)
tensor(0.3905),tensor(0.8537)
tensor(0.2579),tensor(0.2469)
tensor(0.4590),tensor(0.1390)
tensor(0.6533),tensor(0.6255)
tensor(1.2248),tensor(0.6822)
tensor(0.8095),tensor(2.2319)
tensor(23.3588),tensor(-6.6066)
tensor(0.0538),tensor(-0.0058)
tensor(0.6538),tensor(0.6259)
tensor(15.1138),tensor(-4.3832)
tensor(1.5539),tensor(5.5804)
tensor(0.6416),tensor(3.5570)
tensor(8.2642),tensor(3.7717)
tensor(14.7526),tensor(-6.4213)
tensor(0.4312),tensor(2.3904)
tensor(0.0540),tensor(0.1940)
tensor(0.1089),tensor(0.3912)
tensor(9.3775),tensor(4.2798)
tensor(1.1689),tensor(4.1977)
tensor(2.8852),tensor(1.3168)
tensor(0.7668),tensor(2.7538)
tensor(4.0801),tensor(-1.7481)
tensor(0.3683),tensor(0.9713)
tensor(0.5087),tensor(2.8204)
tensor(0.1029),tensor(-0.0297)
tensor(0.4942),tensor(1.7401)
tensor(0.3436),tensor(0.3290)
tensor(4.6567),tensor(2.1253)
tensor(1.3773),tensor(-0.1785)
tensor(0.0058),tensor(0.0154)
tensor(7.8489),tensor(3.5822)
tensor(0.2572),tensor(0.9583)
tensor(0.7152),tensor(2.5182)
tensor(3.1622),tensor(-1.3548)
tensor(6.0707),tensor(-0.9537)
tensor(0.6914),tensor(1.2253)
tensor(1.4805),tensor(0.4484)
tensor(2.2806),tensor(1.0408)
tensor(0.6528),tensor(0.6250)
tensor(2.2306),tensor(-0.9557)
tensor(17.3235),tensor(-4.6088)
tensor(0.4554),tensor(1.6035)
tensor(17.1681),tensor(-6.8205)
tensor(0.1466),tensor(0.5266)
tensor(0.7081),tensor(1.2548)
tensor(0.0978),tensor(0.3511)
tensor(18.7124),tensor(-4.9783)
tensor(0.9816),tensor(5.4421)
tensor(10.8323),tensor(-4.7149)
tensor(7.5789),tensor(-2.3256)
tensor(2.3677),tensor(-1.0144)
tensor(0.9846),tensor(0.5484)
tensor(0.3181),tensor(1.1201)
tensor(1.9571),tensor(-0.8385)
tensor(14.7894),tensor(-6.4373)
tensor(22.0820),tensor(-6.2455)
tensor(9.1028),tensor(4.1545)
tensor(14.1065),tensor(-6.1401)
tensor(0.6050),tensor(-0.0872)
tensor(13.6021),tensor(-3.9448)
tensor(0.7950),tensor(4.4077)
tensor(0.0547),tensor(0.0143)
tensor(5.7259),tensor(-1.8087)
tensor(0.7665),tensor(2.1134)
tensor(9.6501),tensor(4.4043)
tensor(1.0446),tensor(2.8801)
tensor(0.4224),tensor(1.5169)
tensor(18.5093),tensor(-7.3533)
tensor(1.0511),tensor(5.8275)
tensor(0.3606),tensor(0.7881)
tensor(3.5813),tensor(1.6345)
tensor(0.2367),tensor(0.8502)
tensor(0.7608),tensor(4.2177)
tensor(7.6546),tensor(-2.3488)
tensor(0.0757),tensor(0.2717)
tensor(15.2081),tensor(-4.4106)
tensor(0.6237),tensor(2.1960)
tensor(0.0636),tensor(0.1642)
tensor(14.5033),tensor(-4.2062)
tensor(0.0469),tensor(0.1212)
tensor(20.3886),tensor(-6.0803)
tensor(9.0232),tensor(-2.7688)
tensor(0.0524),tensor(0.1881)
tensor(0.5482),tensor(1.1983)
tensor(0.4822),tensor(0.4617)
tensor(0.1147),tensor(0.4120)
tensor(1.8985),tensor(0.5750)
tensor(15.6010),tensor(-4.1506)
tensor(0.1301),tensor(0.4672)
tensor(0.2973),tensor(1.0467)
tensor(9.4359),tensor(4.3065)
tensor(9.8418),tensor(-2.8543)
tensor(12.0767),tensor(-3.5024)
tensor(5.1517),tensor(-0.8094)
tensor(8.0987),tensor(3.6962)
tensor(0.6318),tensor(3.5026)
tensor(1.7078),tensor(0.5172)
tensor(1.5781),tensor(0.8790)
tensor(0.2698),tensor(0.7308)
tensor(8.3699),tensor(3.8200)
tensor(0.8809),tensor(2.4287)
tensor(1.5136),tensor(0.4584)
tensor(0.4019),tensor(0.8785)
tensor(0.7588),tensor(4.2071)
tensor(0.4030),tensor(0.8810)
tensor(0.0363),tensor(0.0936)
tensor(0.4297),tensor(0.7615)
tensor(0.0637),tensor(0.2287)
tensor(0.7926),tensor(1.4046)
tensor(6.4797),tensor(-2.0468)
tensor(0.3574),tensor(0.7813)
tensor(0.5905),tensor(3.2739)
tensor(22.9478),tensor(-6.4904)
tensor(22.5322),tensor(-6.3728)
tensor(19.6499),tensor(-5.2277)
tensor(0.2756),tensor(0.7465)
tensor(0.0670),tensor(0.1730)
tensor(22.0657),tensor(-6.2409)
tensor(0.4354),tensor(1.5332)
tensor(8.1410),tensor(3.7155)
tensor(0.4607),tensor(0.4411)
tensor(0.4241),tensor(1.1186)
tensor(6.1667),tensor(2.8144)
tensor(0.4009),tensor(0.8763)
tensor(0.6762),tensor(1.1983)
tensor(13.9290),tensor(-4.0396)
tensor(0.2820),tensor(0.2700)
tensor(0.2816),tensor(0.7628)
tensor(0.0051),tensor(0.0135)
tensor(0.7328),tensor(0.4082)
tensor(7.5167),tensor(3.4306)
tensor(22.2693),tensor(-6.2985)
tensor(0.0641),tensor(0.1654)
tensor(12.4574),tensor(-5.4223)
tensor(0.0936),tensor(0.3362)
tensor(12.0798),tensor(-3.5033)
tensor(15.1947),tensor(-6.6138)
tensor(9.0258),tensor(4.1193)
tensor(0.6002),tensor(2.1133)
tensor(1.2467),tensor(-0.7131)
tensor(0.0538),tensor(0.1931)
tensor(0.5495),tensor(1.4493)
tensor(11.5040),tensor(-3.3363)
tensor(0.2299),tensor(0.2725)
tensor(0.7453),tensor(4.1322)
tensor(1.1540),tensor(3.1818)
tensor(0.0805),tensor(0.2892)
tensor(9.9933),tensor(-2.8982)
tensor(0.4602),tensor(1.2139)
tensor(0.7396),tensor(4.1004)
tensor(11.4506),tensor(-3.3209)
tensor(0.9061),tensor(2.4982)
tensor(0.9415),tensor(5.2197)
tensor(0.4056),tensor(0.8866)
tensor(1.6854),tensor(0.5104)
tensor(6.5053),tensor(-2.0549)
tensor(9.8355),tensor(-3.0180)
tensor(20.1950),tensor(-6.0226)
tensor(0.4785),tensor(1.2621)
tensor(0.2280),tensor(0.4984)
tensor(0.8046),tensor(1.4260)
tensor(4.5233),tensor(-0.7106)
tensor(1.4076),tensor(0.7840)
tensor(0.4355),tensor(2.4147)
tensor(0.7983),tensor(2.8108)
tensor(6.1333),tensor(-1.9374)
tensor(0.6625),tensor(3.6732)
tensor(9.3075),tensor(4.2479)
tensor(7.4971),tensor(-2.3005)
tensor(0.3759),tensor(0.8216)
tensor(0.3141),tensor(0.6866)
tensor(0.6560),tensor(0.6281)
tensor(8.0527),tensor(3.6752)
tensor(0.4079),tensor(0.3905)
tensor(23.4680),tensor(-6.6375)
tensor(20.3185),tensor(-8.0721)
tensor(16.2572),tensor(-4.3251)
tensor(0.0831),tensor(0.2983)
tensor(22.2093),tensor(-6.2815)
tensor(1.5205),tensor(-0.1970)
tensor(12.2786),tensor(-3.5610)
tensor(1.6943),tensor(0.5131)
tensor(0.0640),tensor(0.2298)
tensor(0.3981),tensor(0.8702)
tensor(0.0908),tensor(0.2343)
tensor(0.1450),tensor(0.5209)
tensor(6.0717),tensor(2.7711)
tensor(12.0267),tensor(-3.4879)
tensor(0.3001),tensor(1.0568)
tensor(2.9094),tensor(1.3279)
tensor(2.5108),tensor(1.1459)
tensor(22.9347),tensor(-6.4867)
tensor(1.0890),tensor(3.0027)
tensor(0.5429),tensor(3.0097)
tensor(0.3857),tensor(0.3693)
tensor(20.2157),tensor(-6.0288)
tensor(5.8038),tensor(-0.9118)
tensor(0.6992),tensor(2.5109)
tensor(0.8822),tensor(2.4324)
tensor(0.2212),tensor(0.7944)
tensor(2.7825),tensor(-1.1922)
tensor(9.6440),tensor(4.4015)
tensor(0.6066),tensor(1.6000)
tensor(1.5756),tensor(0.4771)
tensor(1.4585),tensor(5.2378)
tensor(1.2193),tensor(4.3786)
tensor(0.2517),tensor(0.9379)
tensor(8.7530),tensor(-2.6859)
tensor(1.8784),tensor(6.7456)
tensor(2.0605),tensor(7.3996)
tensor(0.2946),tensor(1.0580)
tensor(1.9265),tensor(0.5834)
tensor(0.0124),tensor(0.0328)
tensor(20.8752),tensor(-8.2933)
tensor(2.0984),tensor(7.5357)
tensor(1.9928),tensor(7.1565)
tensor(1.2766),tensor(-0.7302)
tensor(1.3216),tensor(4.7459)
tensor(0.0289),tensor(0.0745)
tensor(0.7476),tensor(0.2264)
tensor(0.0523),tensor(0.1878)
tensor(23.6308),tensor(-6.6836)
tensor(6.6258),tensor(-1.0410)
tensor(0.8035),tensor(2.2154)
tensor(16.0009),tensor(-4.2569)
tensor(9.8968),tensor(-2.8702)
tensor(0.5668),tensor(1.9956)
tensor(0.7803),tensor(2.7476)
tensor(0.6728),tensor(2.3690)
tensor(0.5559),tensor(0.9852)
tensor(9.2075),tensor(4.2023)
tensor(0.8108),tensor(4.4952)
tensor(0.7955),tensor(-0.1031)
tensor(2.9827),tensor(1.3613)
tensor(0.5403),tensor(1.1810)
tensor(13.6346),tensor(-3.9542)
tensor(0.3328),tensor(0.7275)
tensor(0.9079),tensor(2.5033)
tensor(0.6950),tensor(2.4470)
tensor(18.4440),tensor(-7.3274)
tensor(1.6582),tensor(-0.2149)
tensor(0.5564),tensor(1.9592)
tensor(3.8338),tensor(1.7497)
tensor(0.8891),tensor(0.2692)
tensor(0.2719),tensor(1.0131)
tensor(0.0651),tensor(0.2339)
tensor(23.1040),tensor(-6.5346)
tensor(6.7779),tensor(-2.0798)
tensor(14.6834),tensor(-6.3912)
tensor(0.0805),tensor(0.2079)
tensor(5.1550),tensor(2.3527)
tensor(0.0368),tensor(0.0949)
tensor(1.2752),tensor(6.7173)
tensor(1.1727),tensor(6.5015)
tensor(0.0045),tensor(0.0118)
tensor(8.8551),tensor(-2.7172)
tensor(0.0705),tensor(0.2530)
tensor(10.2361),tensor(-2.9686)
tensor(7.0222),tensor(-2.1548)
tensor(5.4299),tensor(2.4782)
tensor(1.4795),tensor(0.4480)
tensor(0.6001),tensor(1.5829)
tensor(0.6206),tensor(3.4407)
tensor(3.2636),tensor(1.4895)
tensor(15.5756),tensor(-6.7796)
tensor(0.0255),tensor(0.0658)
tensor(6.8309),tensor(-2.0961)
tensor(12.8483),tensor(-3.7262)
tensor(1.2102),tensor(4.3459)
tensor(20.9339),tensor(-6.2429)
tensor(0.5074),tensor(1.3384)
tensor(0.6868),tensor(3.8078)
tensor(6.7279),tensor(-2.0645)
tensor(23.1987),tensor(-6.5614)
tensor(0.7800),tensor(2.1507)
tensor(1.9209),tensor(-0.2489)
tensor(8.6273),tensor(3.9375)
tensor(0.6698),tensor(3.7137)
tensor(1.8050),tensor(0.5466)
tensor(0.2218),tensor(0.2629)
tensor(0.3212),tensor(0.0973)
tensor(3.1253),tensor(1.4264)
tensor(0.0716),tensor(0.1849)
tensor(13.4275),tensor(-5.8446)
tensor(7.7465),tensor(3.5354)
tensor(0.2265),tensor(0.7975)
tensor(4.7504),tensor(-0.7463)
tensor(0.3441),tensor(0.9076)
tensor(0.7750),tensor(4.2967)
tensor(1.0923),tensor(3.0116)
tensor(0.0430),tensor(0.1110)
tensor(0.5724),tensor(2.0556)
tensor(8.3005),tensor(3.7883)
tensor(0.5986),tensor(1.3085)
tensor(0.3698),tensor(0.3540)
tensor(0.0325),tensor(0.0840)
tensor(0.0944),tensor(0.3391)
tensor(21.0506),tensor(-6.2778)
tensor(9.7491),tensor(4.4495)
tensor(0.6543),tensor(0.6264)
tensor(0.4284),tensor(0.9365)
tensor(2.0727),tensor(1.1545)
tensor(0.5792),tensor(-0.3313)
tensor(0.6551),tensor(2.3066)
tensor(6.0931),tensor(-1.9247)
tensor(1.3202),tensor(4.7411)
tensor(0.7351),tensor(4.0756)
tensor(7.6563),tensor(-2.3494)
tensor(0.0883),tensor(-0.0255)
tensor(22.0158),tensor(-6.2268)
tensor(9.6477),tensor(-2.7980)
tensor(0.0987),tensor(-0.0285)
tensor(6.3564),tensor(-2.0079)
tensor(9.2589),tensor(-2.8411)
tensor(14.2940),tensor(-4.1455)
tensor(23.6689),tensor(-6.6943)
tensor(0.7976),tensor(1.4136)
tensor(1.6891),tensor(-0.2189)
tensor(9.6646),tensor(-1.5184)
tensor(6.0315),tensor(-0.9476)
tensor(1.5265),tensor(-0.6540)
tensor(2.7343),tensor(-0.3543)
tensor(0.2845),tensor(0.7705)
tensor(0.3328),tensor(1.1951)
tensor(0.8693),tensor(2.3970)
tensor(6.7183),tensor(-2.0615)
tensor(0.7313),tensor(4.0546)
tensor(0.8187),tensor(0.2479)
tensor(0.4758),tensor(2.6378)
tensor(21.2096),tensor(-8.4261)
tensor(6.7411),tensor(-2.0685)
tensor(1.0556),tensor(2.9106)
tensor(0.6517),tensor(3.6133)
tensor(0.8406),tensor(2.9599)
tensor(0.8343),tensor(2.9378)
tensor(7.7140),tensor(3.5206)
tensor(13.7787),tensor(-3.9960)
tensor(0.4648),tensor(1.0160)
tensor(20.2594),tensor(-6.0418)
tensor(15.2874),tensor(-4.4336)
tensor(0.4795),tensor(0.8498)
tensor(7.1063),tensor(-1.1164)
tensor(22.5983),tensor(-6.3915)
tensor(0.4415),tensor(0.9652)
tensor(0.1209),tensor(0.4340)
tensor(0.7326),tensor(0.2219)
tensor(0.0129),tensor(0.0343)
tensor(0.3595),tensor(0.9483)
tensor(6.7911),tensor(-2.0839)
tensor(0.0597),tensor(-0.0173)
tensor(14.1202),tensor(-4.0951)
tensor(0.1624),tensor(0.5831)
tensor(11.0761),tensor(-3.2122)
tensor(11.8461),tensor(-3.4355)
tensor(1.5263),tensor(0.4622)
tensor(23.6759),tensor(-6.6963)
tensor(0.2323),tensor(0.8180)
tensor(0.5056),tensor(1.7802)
tensor(0.0553),tensor(-0.0159)
tensor(15.3024),tensor(-4.4379)
tensor(0.4409),tensor(1.5833)
tensor(1.6551),tensor(-0.7091)
tensor(9.7062),tensor(4.4298)
tensor(6.0602),tensor(-1.9143)
tensor(1.2230),tensor(4.3918)
tensor(15.9798),tensor(-6.9555)
tensor(0.2841),tensor(0.7695)
tensor(0.2808),tensor(0.9886)
tensor(13.8956),tensor(-4.0299)
tensor(1.4729),tensor(0.4461)
tensor(0.3476),tensor(0.7599)
tensor(0.7644),tensor(0.4258)
tensor(0.5692),tensor(3.1558)
tensor(0.4570),tensor(2.5336)
tensor(1.1342),tensor(6.2881)
tensor(6.7156),tensor(-2.0607)
tensor(9.4933),tensor(4.3327)
tensor(0.0538),tensor(0.1931)
tensor(1.6432),tensor(0.4976)
tensor(0.8866),tensor(0.4938)
tensor(0.7968),tensor(0.4438)
tensor(0.6304),tensor(2.2198)
tensor(6.7065),tensor(-2.0579)
tensor(0.2737),tensor(0.9830)
tensor(0.5746),tensor(3.1859)
tensor(8.3604),tensor(-2.5654)
tensor(0.2023),tensor(1.1213)
tensor(0.0532),tensor(0.0139)
tensor(8.1331),tensor(3.7119)
tensor(1.9167),tensor(-0.8212)
tensor(0.5288),tensor(1.1559)
tensor(0.8007),tensor(1.4190)
tensor(13.7023),tensor(-3.9739)
tensor(0.3718),tensor(-0.2127)
tensor(1.3463),tensor(-0.1745)
tensor(6.4214),tensor(-2.0284)
tensor(7.5094),tensor(-2.3043)
tensor(0.2578),tensor(0.9076)
tensor(0.2083),tensor(0.4554)
tensor(0.5652),tensor(3.1338)
tensor(11.8176),tensor(-3.4273)
tensor(5.2210),tensor(-1.6492)
tensor(0.0067),tensor(0.0178)
tensor(0.7903),tensor(2.1790)
tensor(9.3606),tensor(4.2721)
tensor(20.9283),tensor(-6.2413)
tensor(0.6297),tensor(-0.0908)
tensor(0.8281),tensor(2.9736)
tensor(8.4124),tensor(3.8394)
tensor(1.4798),tensor(0.4481)
tensor(0.9385),tensor(0.2842)
tensor(4.3879),tensor(2.0026)
tensor(0.9994),tensor(5.5407)
tensor(0.2816),tensor(0.2696)
tensor(23.1691),tensor(-6.5530)
tensor(13.9521),tensor(-4.0463)
tensor(23.6495),tensor(-6.6889)
tensor(0.6731),tensor(2.3702)
tensor(2.9051),tensor(1.3259)
tensor(13.6058),tensor(-3.9459)
tensor(4.7204),tensor(2.1544)
tensor(0.1095),tensor(0.2828)
tensor(0.3829),tensor(0.8370)
tensor(14.7292),tensor(-4.2717)
tensor(0.7883),tensor(1.3971)
tensor(0.2817),tensor(0.7631)
tensor(1.1505),tensor(3.1721)
tensor(1.1120),tensor(3.9931)
tensor(0.5413),tensor(0.9594)
tensor(1.4786),tensor(0.4478)
tensor(8.4657),tensor(3.8637)
tensor(1.0398),tensor(-0.5948)
tensor(0.1556),tensor(0.0471)
tensor(0.5952),tensor(-0.0858)
tensor(12.3320),tensor(-3.5765)
tensor(8.9083),tensor(-2.7335)
tensor(0.7889),tensor(0.2389)
tensor(1.0355),tensor(5.7408)
tensor(19.6556),tensor(-5.2293)
tensor(22.3470),tensor(-6.3205)
tensor(19.4241),tensor(-7.7168)
tensor(20.2664),tensor(-6.0439)
tensor(9.4730),tensor(-1.4882)
tensor(2.6116),tensor(1.1919)
tensor(0.3390),tensor(0.7411)
tensor(0.0719),tensor(-0.0208)
tensor(0.4370),tensor(0.9553)
tensor(0.2263),tensor(0.2683)
tensor(8.4362),tensor(-2.5887)
tensor(17.8079),tensor(-7.0747)
tensor(0.8039),tensor(1.4247)
tensor(0.0923),tensor(-0.0267)
tensor(1.4856),tensor(0.4499)
tensor(8.1682),tensor(-2.5064)
tensor(0.0061),tensor(0.0162)
tensor(0.0166),tensor(0.0429)
tensor(10.8187),tensor(-3.1376)
tensor(0.1225),tensor(0.4398)
tensor(23.6225),tensor(-6.6812)
tensor(0.1293),tensor(0.3338)
tensor(1.4753),tensor(0.4468)
tensor(0.0094),tensor(0.0248)
tensor(21.1062),tensor(-8.3850)
tensor(7.2325),tensor(-2.2193)
tensor(0.4679),tensor(1.6802)
tensor(16.1168),tensor(-4.2878)
tensor(12.8000),tensor(-5.5714)
tensor(0.2663),tensor(1.4765)
tensor(0.5087),tensor(2.8205)
tensor(1.2760),tensor(-0.7299)
tensor(1.0244),tensor(5.6793)
tensor(0.9416),tensor(3.3815)
tensor(0.2813),tensor(0.0852)
tensor(23.6585),tensor(-6.6914)
tensor(0.6755),tensor(1.1972)
tensor(13.5477),tensor(-3.9290)
tensor(3.9700),tensor(1.8119)
tensor(1.1359),tensor(-0.6498)
tensor(7.1327),tensor(-2.1887)
tensor(20.1891),tensor(-6.0208)
tensor(13.5412),tensor(-5.8940)
tensor(0.0516),tensor(-0.0149)
tensor(0.0363),tensor(0.0936)
tensor(0.9664),tensor(2.6645)
tensor(5.6068),tensor(-1.7711)
tensor(9.6849),tensor(-2.8088)
tensor(0.4947),tensor(1.3049)
tensor(1.0298),tensor(3.6982)
tensor(13.0722),tensor(-3.7912)
tensor(9.8702),tensor(-3.0287)
tensor(1.3219),tensor(-0.1713)
tensor(0.0520),tensor(0.1343)
tensor(1.8718),tensor(-0.8020)
tensor(1.4939),tensor(0.4524)
tensor(12.5747),tensor(-3.6469)
tensor(0.6717),tensor(2.3653)
tensor(19.6251),tensor(-7.7966)
tensor(7.0176),tensor(3.2028)
tensor(1.7219),tensor(0.5215)
tensor(0.9337),tensor(3.3529)
tensor(0.0416),tensor(0.0109)
tensor(8.2042),tensor(3.7443)
tensor(4.5879),tensor(2.0939)
tensor(1.1184),tensor(6.2006)
tensor(1.1113),tensor(3.0640)
tensor(14.5923),tensor(-4.2320)
tensor(0.2179),tensor(0.7825)
tensor(0.0082),tensor(0.0218)
tensor(4.8180),tensor(2.1989)
tensor(11.7330),tensor(-3.4028)
tensor(14.6203),tensor(-6.3637)
tensor(0.0242),tensor(0.0625)
tensor(0.6962),tensor(3.8601)
tensor(0.5719),tensor(2.0137)
tensor(1.6436),tensor(0.4978)
tensor(0.6047),tensor(3.3525)
tensor(0.4730),tensor(0.8383)
tensor(0.0058),tensor(0.0154)
tensor(1.9374),tensor(6.9573)
tensor(6.7515),tensor(-2.0717)
tensor(0.6998),tensor(1.2402)
tensor(1.4901),tensor(0.4513)
tensor(2.1481),tensor(-0.9204)
tensor(22.8125),tensor(-6.4521)
tensor(0.0529),tensor(0.1901)
tensor(6.2415),tensor(-1.9716)
tensor(0.4506),tensor(0.9849)
tensor(0.4773),tensor(0.8459)
tensor(9.7658),tensor(4.4571)
tensor(0.4478),tensor(0.7936)
tensor(0.4535),tensor(0.8038)
tensor(0.6953),tensor(2.4483)
tensor(14.7331),tensor(-4.2728)
tensor(0.0793),tensor(0.2847)
tensor(0.7122),tensor(2.5577)
tensor(0.0447),tensor(0.0117)
tensor(1.1915),tensor(3.2851)
tensor(8.2499),tensor(3.7652)
tensor(0.6174),tensor(3.4231)
tensor(18.8399),tensor(-5.0122)
tensor(0.0688),tensor(0.2470)
tensor(1.2742),tensor(0.7097)
tensor(0.5681),tensor(1.0067)
tensor(14.4535),tensor(-4.1917)
tensor(20.6939),tensor(-6.1714)
tensor(1.4908),tensor(0.4515)
tensor(10.7171),tensor(-3.1081)
tensor(0.0806),tensor(0.2081)
tensor(8.3320),tensor(3.8027)
tensor(9.4896),tensor(4.3310)
tensor(0.4300),tensor(1.5142)
tensor(0.0758),tensor(0.0198)
tensor(14.3768),tensor(-4.1695)
tensor(16.4758),tensor(-4.3833)
tensor(7.1135),tensor(-1.1176)
tensor(0.2222),tensor(0.2634)
tensor(2.0858),tensor(-0.2703)
tensor(18.2498),tensor(-4.8553)
tensor(0.4896),tensor(1.7583)
tensor(3.2563),tensor(-1.3952)
tensor(18.6033),tensor(-4.9493)
tensor(0.2403),tensor(0.5253)
tensor(18.5952),tensor(-7.3875)
tensor(9.6835),tensor(4.4195)
tensor(11.9720),tensor(-3.4721)
tensor(0.0498),tensor(0.1286)
tensor(0.0340),tensor(0.0878)
tensor(0.6938),tensor(1.9130)
tensor(12.1449),tensor(-3.5222)
tensor(0.4679),tensor(1.0227)
tensor(0.3185),tensor(0.3049)
tensor(0.3962),tensor(0.3793)
tensor(0.1379),tensor(0.0418)
tensor(21.1953),tensor(-8.4204)
tensor(1.6621),tensor(5.9687)
tensor(0.4716),tensor(2.6146)
tensor(0.6709),tensor(1.1890)
tensor(15.2547),tensor(-4.4241)
tensor(0.8243),tensor(4.5700)
tensor(10.4920),tensor(-3.0428)
tensor(18.7399),tensor(-7.4449)
tensor(8.1972),tensor(3.7412)
tensor(0.7783),tensor(-0.1009)
tensor(0.4628),tensor(1.6295)
tensor(0.5187),tensor(2.8757)
tensor(0.8630),tensor(4.7845)
tensor(7.3377),tensor(3.3489)
tensor(14.3005),tensor(-4.1474)
tensor(4.2888),tensor(1.9574)
tensor(0.0364),tensor(0.0940)
tensor(0.2901),tensor(0.2777)
tensor(0.4615),tensor(1.0089)
tensor(0.7094),tensor(2.4979)
tensor(0.4282),tensor(1.1295)
tensor(0.6131),tensor(0.5870)
tensor(18.4188),tensor(-4.9002)
tensor(0.7868),tensor(2.8254)
tensor(0.2505),tensor(0.9332)
tensor(0.4409),tensor(0.9637)
tensor(0.6071),tensor(1.6012)
tensor(0.2028),tensor(-0.1160)
tensor(14.8782),tensor(-4.3149)
tensor(0.0478),tensor(0.1233)
tensor(9.3928),tensor(4.2868)
tensor(0.7898),tensor(1.3997)
tensor(4.4329),tensor(2.0232)
tensor(8.1075),tensor(3.7002)
tensor(0.2283),tensor(0.8198)
tensor(8.0567),tensor(-1.2657)
tensor(2.8337),tensor(1.2933)
tensor(0.7092),tensor(1.2568)
tensor(9.8088),tensor(4.4767)
tensor(0.2817),tensor(0.7630)
tensor(0.3572),tensor(1.2826)
tensor(9.4304),tensor(-2.8937)
tensor(0.6508),tensor(0.6231)
tensor(22.1498),tensor(-6.2647)
tensor(14.2798),tensor(-4.1414)
tensor(0.4813),tensor(1.2696)
tensor(4.2094),tensor(1.9212)
tensor(0.0786),tensor(0.2030)
tensor(13.2273),tensor(-3.8361)
tensor(0.1493),tensor(0.3264)
tensor(0.3992),tensor(0.8726)
tensor(0.0204),tensor(0.0528)
tensor(0.8972),tensor(-0.1163)
tensor(0.0532),tensor(-0.0057)
tensor(23.0454),tensor(-6.5180)
tensor(0.5665),tensor(1.2384)
tensor(14.3869),tensor(-4.1724)
tensor(0.0082),tensor(0.0218)
tensor(6.7896),tensor(-2.0834)
tensor(0.0765),tensor(0.2747)
tensor(8.4441),tensor(3.8538)
tensor(4.9807),tensor(2.2732)
tensor(0.8228),tensor(0.2492)
tensor(0.7982),tensor(2.8106)
tensor(0.0699),tensor(0.1805)
tensor(0.1094),tensor(-0.0316)
tensor(0.9041),tensor(0.5036)
tensor(11.9236),tensor(-5.1900)
tensor(1.6300),tensor(0.4936)
tensor(14.7032),tensor(-4.2642)
tensor(0.0743),tensor(0.2669)
tensor(15.0327),tensor(-6.5432)
tensor(0.0154),tensor(0.0407)
tensor(0.5027),tensor(0.8909)
tensor(0.7572),tensor(2.0878)
tensor(0.0260),tensor(0.0672)
tensor(0.5797),tensor(1.2672)
tensor(0.2224),tensor(0.4861)
tensor(0.5263),tensor(1.3882)
tensor(3.4077),tensor(-1.4600)
tensor(0.6921),tensor(1.2265)
tensor(10.8691),tensor(-3.1522)
tensor(0.0140),tensor(0.0370)
tensor(0.4752),tensor(1.6733)
tensor(0.0185),tensor(0.0478)
tensor(23.5363),tensor(-6.6568)
tensor(0.0400),tensor(0.0105)
tensor(0.2556),tensor(0.2447)
tensor(5.1836),tensor(-1.6374)
tensor(10.6635),tensor(-3.0926)
tensor(14.5815),tensor(-4.2289)
tensor(0.3708),tensor(1.3057)
tensor(19.3834),tensor(-5.1568)
tensor(20.2692),tensor(-8.0525)
tensor(0.2614),tensor(0.9741)
tensor(21.8726),tensor(-6.1863)
tensor(0.0114),tensor(0.0301)
tensor(0.3633),tensor(0.3478)
tensor(8.1683),tensor(3.7280)
tensor(0.0847),tensor(0.2186)
tensor(21.9446),tensor(-6.2066)
tensor(1.0472),tensor(5.8058)
tensor(1.3902),tensor(-0.1802)
tensor(0.0659),tensor(0.1702)
tensor(0.0392),tensor(0.1013)
tensor(0.7109),tensor(1.2599)
tensor(1.9738),tensor(7.0881)
tensor(9.8345),tensor(-3.0177)
tensor(1.4760),tensor(0.4470)
tensor(0.6422),tensor(3.5604)
tensor(1.9427),tensor(0.5883)
