x,y
tensor(0.2292),tensor(0.2716)
tensor(7.0990),tensor(3.2399)
tensor(1.0856),tensor(6.0185)
tensor(1.0390),tensor(5.7604)
tensor(0.2505),tensor(0.2399)
tensor(2.5824),tensor(1.1786)
tensor(0.0731),tensor(-0.0211)
tensor(0.4004),tensor(0.8752)
tensor(0.9221),tensor(5.1121)
tensor(0.5983),tensor(3.3172)
tensor(19.8706),tensor(-7.8942)
tensor(7.6816),tensor(-2.3571)
tensor(2.6288),tensor(1.1998)
tensor(9.4591),tensor(4.3171)
tensor(0.0557),tensor(0.2001)
tensor(16.7321),tensor(-7.0402)
tensor(0.0678),tensor(-0.0196)
tensor(0.2414),tensor(0.8669)
tensor(3.5373),tensor(-0.4584)
tensor(0.1000),tensor(0.3591)
tensor(0.8793),tensor(3.0963)
tensor(0.5121),tensor(-0.0728)
tensor(13.7185),tensor(-3.9786)
tensor(0.6041),tensor(1.5933)
tensor(0.2512),tensor(0.0761)
tensor(6.7898),tensor(-2.0834)
tensor(0.6500),tensor(0.6223)
tensor(0.1878),tensor(0.4106)
tensor(0.0503),tensor(0.1297)
tensor(0.5946),tensor(3.2967)
tensor(7.9526),tensor(3.6295)
tensor(0.2593),tensor(0.9660)
tensor(9.9851),tensor(-2.8958)
tensor(0.6500),tensor(0.6223)
tensor(0.1209),tensor(0.4343)
tensor(1.4843),tensor(0.4495)
tensor(10.0718),tensor(-3.0906)
tensor(14.5842),tensor(-4.2296)
tensor(0.1739),tensor(0.3802)
tensor(1.7840),tensor(0.5403)
tensor(0.8802),tensor(0.2666)
tensor(13.1143),tensor(-3.8034)
tensor(0.0674),tensor(0.2421)
tensor(9.1865),tensor(4.1927)
tensor(0.8036),tensor(2.8297)
tensor(0.2589),tensor(0.2479)
tensor(0.8007),tensor(2.8193)
tensor(0.0814),tensor(0.2101)
tensor(0.6125),tensor(3.3958)
tensor(0.0615),tensor(0.2207)
tensor(0.7365),tensor(1.3052)
tensor(0.2648),tensor(0.9511)
tensor(19.4272),tensor(-5.1685)
tensor(2.2056),tensor(1.0066)
tensor(0.0776),tensor(0.2788)
tensor(13.3067),tensor(-3.8591)
tensor(8.4740),tensor(3.8675)
tensor(9.9237),tensor(-4.3195)
tensor(7.9250),tensor(3.6169)
tensor(0.0113),tensor(0.0299)
tensor(0.4742),tensor(1.0365)
tensor(23.2063),tensor(-6.5635)
tensor(18.6374),tensor(-7.4042)
tensor(20.5939),tensor(-6.1416)
tensor(0.0365),tensor(0.0942)
tensor(0.0852),tensor(0.2200)
tensor(7.0418),tensor(-2.1608)
tensor(0.3148),tensor(0.0953)
tensor(1.7605),tensor(0.5332)
tensor(8.8921),tensor(4.0583)
tensor(13.1065),tensor(-3.8011)
tensor(0.6126),tensor(0.5865)
tensor(0.2058),tensor(0.7390)
tensor(0.7003),tensor(2.5149)
tensor(8.2694),tensor(-2.5375)
tensor(0.0763),tensor(0.1971)
tensor(0.6567),tensor(3.6406)
tensor(0.5840),tensor(2.0565)
tensor(0.5326),tensor(1.4049)
tensor(4.2434),tensor(1.9367)
tensor(2.9555),tensor(-0.3830)
tensor(15.1647),tensor(-6.6007)
tensor(5.9129),tensor(-0.9289)
tensor(2.3304),tensor(-0.3020)
tensor(0.6805),tensor(1.2060)
tensor(0.5120),tensor(0.9073)
tensor(3.1402),tensor(1.4332)
tensor(1.3236),tensor(-0.1715)
tensor(17.1362),tensor(-4.5590)
tensor(11.5686),tensor(-3.3551)
tensor(11.1124),tensor(-3.2228)
tensor(0.4419),tensor(0.7831)
tensor(0.6106),tensor(1.0822)
tensor(1.9663),tensor(-0.8425)
tensor(0.5739),tensor(-0.0827)
tensor(1.7771),tensor(-0.7614)
tensor(9.6286),tensor(-2.9545)
tensor(0.4182),tensor(1.4727)
tensor(0.0829),tensor(0.2140)
tensor(9.1971),tensor(4.1975)
tensor(6.7188),tensor(-2.0617)
tensor(1.5028),tensor(0.4551)
tensor(0.7887),tensor(2.1746)
tensor(0.0138),tensor(0.0365)
tensor(1.7948),tensor(0.5435)
tensor(6.5576),tensor(2.9928)
tensor(1.5444),tensor(-0.2001)
tensor(0.3309),tensor(1.1882)
tensor(0.6029),tensor(3.3429)
tensor(6.0192),tensor(-1.9014)
tensor(0.6506),tensor(0.6229)
tensor(8.5283),tensor(3.8923)
tensor(13.6650),tensor(-3.9631)
tensor(20.5964),tensor(-6.1423)
tensor(0.0956),tensor(0.2467)
tensor(0.5590),tensor(0.5352)
tensor(1.4697),tensor(0.4451)
tensor(0.0768),tensor(0.2759)
tensor(20.9353),tensor(-6.2434)
tensor(0.8293),tensor(0.2511)
tensor(1.4757),tensor(0.4469)
tensor(0.6864),tensor(0.3823)
tensor(0.9386),tensor(2.5879)
tensor(0.2479),tensor(0.2374)
tensor(9.1088),tensor(4.1572)
tensor(0.4435),tensor(1.5615)
tensor(0.6089),tensor(3.3760)
tensor(1.1268),tensor(-0.1460)
tensor(0.6881),tensor(3.8149)
tensor(0.0667),tensor(-0.0193)
tensor(0.4652),tensor(0.4454)
tensor(0.7477),tensor(2.0617)
tensor(9.4991),tensor(4.3354)
tensor(11.7998),tensor(-3.4221)
tensor(0.4447),tensor(0.9721)
tensor(16.2564),tensor(-7.0759)
tensor(0.6825),tensor(1.2095)
tensor(9.6624),tensor(4.4099)
tensor(15.1176),tensor(-4.3843)
tensor(0.9035),tensor(5.0094)
tensor(11.3799),tensor(-3.3003)
tensor(0.5616),tensor(3.1138)
tensor(6.6069),tensor(3.0154)
tensor(6.9149),tensor(-2.1218)
tensor(9.7480),tensor(-2.8271)
tensor(0.2176),tensor(0.4756)
tensor(8.3152),tensor(3.7950)
tensor(0.0742),tensor(0.2665)
tensor(1.6171),tensor(0.4897)
tensor(13.9640),tensor(-4.0498)
tensor(3.3064),tensor(-0.4285)
tensor(1.1368),tensor(4.0822)
tensor(0.6530),tensor(2.2992)
tensor(8.4410),tensor(3.8524)
tensor(0.0647),tensor(0.1670)
tensor(0.0772),tensor(0.2772)
tensor(1.1041),tensor(3.0442)
tensor(0.4739),tensor(1.0360)
tensor(6.7899),tensor(-2.0835)
tensor(0.0737),tensor(-0.0213)
tensor(20.3097),tensor(-6.0568)
tensor(0.0134),tensor(0.0355)
tensor(0.6783),tensor(1.7892)
tensor(1.8727),tensor(0.5671)
tensor(0.4739),tensor(1.0360)
tensor(8.2215),tensor(-2.5228)
tensor(5.2458),tensor(-1.6571)
tensor(0.6070),tensor(1.0758)
tensor(0.0348),tensor(0.0899)
tensor(0.4982),tensor(1.3141)
tensor(8.1355),tensor(-2.4964)
tensor(5.5284),tensor(-0.8685)
tensor(20.7046),tensor(-8.2255)
tensor(21.4077),tensor(-8.5048)
tensor(2.0146),tensor(7.2347)
tensor(9.6575),tensor(4.4077)
tensor(0.2207),tensor(1.2237)
tensor(0.7552),tensor(1.3384)
tensor(0.9987),tensor(2.7537)
tensor(9.9674),tensor(-3.0585)
tensor(0.1374),tensor(0.0416)
tensor(0.0539),tensor(0.1390)
tensor(0.4591),tensor(1.6167)
tensor(0.0148),tensor(0.0391)
tensor(8.3715),tensor(3.8207)
tensor(0.5189),tensor(1.1342)
tensor(21.6697),tensor(-6.1289)
tensor(0.6201),tensor(3.4378)
tensor(0.4222),tensor(0.4042)
tensor(0.3202),tensor(0.3065)
tensor(1.5814),tensor(0.4789)
tensor(0.1657),tensor(0.3621)
tensor(6.3901),tensor(-2.0186)
tensor(0.0059),tensor(0.0156)
tensor(0.3525),tensor(0.9297)
tensor(0.4282),tensor(0.9361)
tensor(0.0430),tensor(0.1109)
tensor(0.1066),tensor(0.3828)
tensor(21.5652),tensor(-6.0993)
tensor(5.3754),tensor(-1.6980)
tensor(0.0512),tensor(0.1839)
tensor(0.0582),tensor(0.2090)
tensor(9.7659),tensor(4.4571)
tensor(0.6564),tensor(0.6285)
tensor(0.0093),tensor(0.0245)
tensor(12.5219),tensor(-3.6315)
tensor(1.5938),tensor(-0.6829)
tensor(9.8806),tensor(-2.8655)
tensor(9.4781),tensor(4.3258)
tensor(7.9595),tensor(-2.4424)
tensor(0.2297),tensor(1.2735)
tensor(13.6617),tensor(-3.9621)
tensor(0.0657),tensor(0.2359)
tensor(3.4300),tensor(-1.4696)
tensor(1.6147),tensor(5.7984)
tensor(1.8541),tensor(0.5615)
tensor(2.7999),tensor(-0.3628)
tensor(0.0398),tensor(0.1028)
tensor(0.0263),tensor(0.0680)
tensor(10.4419),tensor(-3.0283)
tensor(8.5591),tensor(3.9063)
tensor(0.7156),tensor(1.2682)
tensor(0.5692),tensor(1.5013)
tensor(0.3941),tensor(0.8615)
tensor(23.2583),tensor(-6.5782)
tensor(13.0554),tensor(-3.7863)
tensor(0.7744),tensor(2.1352)
tensor(5.1621),tensor(-1.6306)
tensor(0.3215),tensor(0.7027)
tensor(7.3386),tensor(3.3493)
tensor(0.3090),tensor(1.0879)
tensor(0.3863),tensor(0.8444)
tensor(0.2183),tensor(0.0661)
tensor(1.6998),tensor(0.5148)
tensor(1.4358),tensor(-0.1861)
tensor(0.4665),tensor(0.4466)
tensor(0.0943),tensor(0.2435)
tensor(0.5607),tensor(1.4790)
tensor(0.4741),tensor(1.7026)
tensor(0.7131),tensor(3.9534)
tensor(1.7958),tensor(-0.2327)
tensor(5.9741),tensor(-1.8871)
tensor(23.7059),tensor(-6.7048)
tensor(14.3793),tensor(-4.1702)
tensor(0.8456),tensor(2.9773)
tensor(0.5881),tensor(3.2608)
tensor(0.9714),tensor(2.6782)
tensor(0.3520),tensor(0.7694)
tensor(0.0070),tensor(0.0186)
tensor(0.9918),tensor(-0.1285)
tensor(9.2571),tensor(-2.8406)
tensor(0.7969),tensor(2.8058)
tensor(0.0502),tensor(0.1803)
tensor(0.0151),tensor(0.0401)
tensor(0.2957),tensor(1.0617)
tensor(13.9123),tensor(-4.0348)
tensor(12.0393),tensor(-3.4916)
tensor(0.0420),tensor(0.0110)
tensor(0.4750),tensor(1.0383)
tensor(0.6058),tensor(3.3589)
tensor(0.9967),tensor(2.7481)
tensor(1.2086),tensor(4.3403)
tensor(0.5704),tensor(1.5045)
tensor(2.6445),tensor(-0.3427)
tensor(11.8427),tensor(-3.4346)
tensor(0.0720),tensor(0.2586)
tensor(0.5313),tensor(0.9415)
tensor(0.0347),tensor(0.0896)
tensor(6.0177),tensor(-1.9009)
tensor(0.6095),tensor(1.6075)
tensor(7.5540),tensor(3.4476)
tensor(5.2328),tensor(-1.6530)
tensor(0.6276),tensor(0.6009)
tensor(8.2909),tensor(-2.5441)
tensor(10.5622),tensor(-1.6594)
tensor(0.2115),tensor(0.7594)
tensor(0.0548),tensor(-0.0059)
tensor(0.5717),tensor(1.2496)
tensor(0.5954),tensor(1.0552)
tensor(1.0704),tensor(5.9347)
tensor(0.0081),tensor(0.0215)
tensor(5.6419),tensor(-1.7822)
tensor(0.4587),tensor(2.5429)
tensor(0.7787),tensor(1.3800)
tensor(0.0583),tensor(0.0152)
tensor(1.0225),tensor(5.6688)
tensor(0.4741),tensor(1.2504)
tensor(0.6507),tensor(0.6230)
tensor(0.7225),tensor(1.2805)
tensor(0.0670),tensor(0.2406)
tensor(0.1923),tensor(0.6905)
tensor(8.3382),tensor(-2.5586)
tensor(8.4058),tensor(-2.5793)
tensor(0.5615),tensor(0.9950)
tensor(0.1011),tensor(0.3632)
tensor(7.8438),tensor(-2.4069)
tensor(8.7896),tensor(4.0115)
tensor(0.5925),tensor(0.5673)
tensor(23.6715),tensor(-6.6951)
tensor(0.0558),tensor(-0.0161)
tensor(5.7308),tensor(-0.9003)
tensor(0.7548),tensor(1.3377)
tensor(0.3904),tensor(1.4021)
tensor(0.3489),tensor(0.3341)
tensor(0.0398),tensor(0.1026)
tensor(0.8035),tensor(1.4239)
tensor(7.2567),tensor(-2.2267)
tensor(7.6533),tensor(3.4929)
tensor(18.0629),tensor(-4.8055)
tensor(1.4893),tensor(0.4510)
tensor(0.7341),tensor(4.0700)
tensor(0.0955),tensor(-0.0276)
tensor(16.4138),tensor(-4.3668)
tensor(0.2647),tensor(0.9321)
tensor(9.9028),tensor(-2.8720)
tensor(1.2845),tensor(6.7663)
tensor(8.0631),tensor(-2.4742)
tensor(1.5884),tensor(0.4810)
tensor(0.9018),tensor(3.2385)
tensor(11.5046),tensor(-5.0076)
tensor(20.8007),tensor(-6.2032)
tensor(0.3451),tensor(1.2394)
tensor(0.0510),tensor(-0.0055)
tensor(0.8268),tensor(2.9691)
tensor(0.8639),tensor(4.7894)
tensor(2.1252),tensor(0.9699)
tensor(1.4024),tensor(6.9643)
tensor(0.7791),tensor(2.1482)
tensor(14.7573),tensor(-6.4234)
tensor(0.1105),tensor(0.3967)
tensor(0.2743),tensor(0.7429)
tensor(0.0423),tensor(0.1093)
tensor(1.1297),tensor(6.2631)
tensor(23.4278),tensor(-6.6262)
tensor(22.7297),tensor(-6.4287)
tensor(0.6536),tensor(0.6257)
tensor(0.4386),tensor(0.7772)
tensor(13.1704),tensor(-3.8196)
tensor(0.7429),tensor(4.1188)
tensor(1.7531),tensor(0.5309)
tensor(7.8801),tensor(3.5964)
tensor(0.7078),tensor(1.9515)
tensor(0.3497),tensor(1.2313)
tensor(0.5115),tensor(1.8370)
tensor(0.6303),tensor(3.4947)
tensor(20.5859),tensor(-8.1783)
tensor(0.3673),tensor(0.3516)
tensor(1.4935),tensor(0.4523)
tensor(2.8312),tensor(-0.3669)
tensor(11.3518),tensor(-3.2922)
tensor(0.7006),tensor(3.8842)
tensor(0.2303),tensor(0.2730)
tensor(0.2896),tensor(1.0196)
tensor(13.9922),tensor(-6.0904)
tensor(0.1165),tensor(0.4185)
tensor(0.7120),tensor(1.9630)
tensor(0.7018),tensor(3.8909)
tensor(0.0526),tensor(0.1358)
tensor(11.8873),tensor(-5.1742)
tensor(9.3963),tensor(4.2884)
tensor(10.4411),tensor(-3.0281)
tensor(1.9603),tensor(7.0398)
tensor(0.2850),tensor(0.7721)
tensor(9.6270),tensor(-2.7920)
tensor(0.5760),tensor(1.0207)
tensor(8.1077),tensor(-2.4879)
tensor(3.5425),tensor(1.6168)
tensor(0.9514),tensor(-0.1233)
tensor(11.5217),tensor(-5.0150)
tensor(0.4377),tensor(1.5411)
tensor(0.8992),tensor(2.4794)
tensor(9.1088),tensor(-2.7950)
tensor(4.7844),tensor(2.1836)
tensor(0.5985),tensor(1.0607)
tensor(21.9872),tensor(-6.2187)
tensor(20.9458),tensor(-6.2465)
tensor(3.0606),tensor(-1.3113)
tensor(0.7451),tensor(-0.4262)
tensor(6.3210),tensor(-1.9967)
tensor(0.4099),tensor(0.8961)
tensor(0.7438),tensor(2.6710)
tensor(7.1631),tensor(-2.1980)
tensor(0.0654),tensor(0.2349)
tensor(1.4921),tensor(0.4519)
tensor(0.0584),tensor(0.2097)
tensor(0.6533),tensor(0.6255)
tensor(0.6851),tensor(3.7983)
tensor(12.7199),tensor(-3.6890)
tensor(0.0508),tensor(0.1826)
tensor(0.5786),tensor(1.0254)
tensor(7.1120),tensor(-1.1173)
tensor(0.0113),tensor(0.0299)
tensor(1.8589),tensor(0.8484)
tensor(8.8320),tensor(4.0309)
tensor(22.5664),tensor(-6.3825)
tensor(1.5771),tensor(0.4776)
tensor(5.3796),tensor(2.4552)
tensor(0.4545),tensor(2.5196)
tensor(0.0068),tensor(0.0179)
tensor(22.5314),tensor(-6.3726)
tensor(0.3668),tensor(0.1111)
tensor(0.0868),tensor(-0.0251)
tensor(17.8052),tensor(-4.7370)
tensor(8.5584),tensor(3.9060)
tensor(0.2795),tensor(0.2676)
tensor(8.7319),tensor(3.9852)
tensor(0.2638),tensor(0.2526)
tensor(0.0856),tensor(0.3073)
tensor(0.1282),tensor(0.3309)
tensor(0.0640),tensor(0.2299)
tensor(0.0076),tensor(0.0202)
tensor(1.6344),tensor(-0.2118)
tensor(0.0069),tensor(0.0183)
tensor(0.5918),tensor(3.2812)
tensor(0.4096),tensor(1.0802)
tensor(0.1203),tensor(0.4320)
tensor(7.8883),tensor(3.6002)
tensor(19.2339),tensor(-7.6412)
tensor(0.6502),tensor(1.1523)
tensor(0.4134),tensor(0.3957)
tensor(0.6239),tensor(1.1057)
tensor(1.7470),tensor(-0.2264)
tensor(1.2417),tensor(4.4592)
tensor(0.7545),tensor(1.3371)
tensor(1.1946),tensor(3.2938)
tensor(16.1075),tensor(-4.2853)
tensor(3.0252),tensor(-0.3920)
tensor(23.5244),tensor(-6.6535)
tensor(0.3844),tensor(1.0138)
tensor(0.6559),tensor(0.6279)
tensor(10.2364),tensor(-2.9687)
tensor(1.0811),tensor(2.9808)
tensor(8.4008),tensor(-1.3198)
tensor(6.5925),tensor(-1.0357)
tensor(0.4443),tensor(0.7875)
tensor(0.6290),tensor(3.4873)
tensor(0.3852),tensor(1.3834)
tensor(1.0871),tensor(0.6055)
tensor(10.2357),tensor(-4.4552)
tensor(0.6538),tensor(1.7246)
tensor(5.5825),tensor(-1.7634)
tensor(3.2909),tensor(1.5020)
tensor(14.7785),tensor(-4.2860)
tensor(1.4730),tensor(0.4461)
tensor(1.4870),tensor(0.4503)
tensor(0.3864),tensor(0.3699)
tensor(23.6936),tensor(-6.7013)
tensor(1.4976),tensor(0.4536)
tensor(3.0696),tensor(1.4010)
tensor(0.8253),tensor(0.4597)
tensor(0.1263),tensor(0.3260)
tensor(0.9311),tensor(0.5186)
tensor(11.5280),tensor(-3.3433)
tensor(0.6305),tensor(3.4958)
tensor(0.8241),tensor(2.2722)
tensor(0.0263),tensor(0.0680)
tensor(7.2930),tensor(-2.2379)
tensor(0.1742),tensor(0.3044)
tensor(0.6273),tensor(3.4778)
tensor(0.4543),tensor(0.1376)
tensor(11.5748),tensor(-3.3569)
tensor(0.1383),tensor(0.0419)
tensor(0.4269),tensor(0.7566)
tensor(23.4592),tensor(-6.6350)
tensor(0.3829),tensor(-0.2190)
tensor(0.3247),tensor(0.3108)
tensor(14.8444),tensor(-6.4613)
tensor(3.0337),tensor(-1.2998)
tensor(14.9875),tensor(-6.5236)
tensor(20.0234),tensor(-7.9549)
tensor(0.6546),tensor(0.6267)
tensor(0.3987),tensor(1.4038)
tensor(0.5124),tensor(1.1202)
tensor(10.4339),tensor(-3.0260)
tensor(0.0767),tensor(0.1979)
tensor(21.3352),tensor(-8.4760)
tensor(0.0648),tensor(0.2328)
tensor(6.3860),tensor(2.9146)
tensor(0.7435),tensor(2.6180)
tensor(1.1069),tensor(3.9750)
tensor(0.0602),tensor(0.1555)
tensor(20.8083),tensor(-8.2667)
tensor(13.9700),tensor(-4.0515)
tensor(0.7164),tensor(0.3990)
tensor(2.1402),tensor(0.9768)
tensor(22.8367),tensor(-6.4589)
tensor(0.6507),tensor(0.6230)
tensor(0.4886),tensor(0.4678)
tensor(5.7385),tensor(-1.8127)
tensor(3.3293),tensor(-1.4264)
tensor(6.9008),tensor(-1.0841)
tensor(23.4341),tensor(-6.6279)
tensor(0.4513),tensor(1.1905)
tensor(0.2694),tensor(0.9675)
tensor(0.4119),tensor(1.0864)
tensor(0.8301),tensor(4.6023)
tensor(9.9465),tensor(-3.0521)
tensor(4.4051),tensor(2.0105)
tensor(0.0705),tensor(0.2532)
tensor(0.0940),tensor(-0.0272)
tensor(0.2271),tensor(0.0688)
tensor(0.5373),tensor(1.4172)
tensor(1.0056),tensor(3.6113)
tensor(0.6647),tensor(3.6850)
tensor(1.8762),tensor(0.5682)
tensor(0.5863),tensor(2.0643)
tensor(15.2951),tensor(-4.4358)
tensor(0.2080),tensor(0.4546)
tensor(0.0504),tensor(0.1302)
tensor(0.1067),tensor(0.3833)
tensor(5.9515),tensor(2.7162)
tensor(21.3124),tensor(-6.3558)
tensor(6.7993),tensor(-2.0864)
tensor(0.0891),tensor(-0.0257)
tensor(0.7247),tensor(4.0180)
tensor(0.0139),tensor(0.0368)
tensor(9.8195),tensor(-3.0131)
tensor(2.9479),tensor(1.3454)
tensor(0.3120),tensor(0.2987)
tensor(5.1477),tensor(-0.8087)
tensor(0.2469),tensor(0.2364)
tensor(5.8420),tensor(2.6663)
tensor(19.0377),tensor(-5.0649)
tensor(10.1904),tensor(-2.9554)
tensor(9.0120),tensor(-2.7654)
tensor(0.2587),tensor(0.0783)
tensor(0.7547),tensor(4.1842)
tensor(0.6571),tensor(3.6428)
tensor(0.7553),tensor(4.1874)
tensor(0.7554),tensor(4.1879)
tensor(11.3743),tensor(-4.9509)
tensor(0.2881),tensor(1.0144)
tensor(8.6762),tensor(3.9598)
tensor(0.0115),tensor(0.0304)
tensor(0.4347),tensor(1.1465)
tensor(0.8309),tensor(2.2910)
tensor(14.3727),tensor(-4.1683)
tensor(0.0927),tensor(0.3329)
tensor(0.8191),tensor(2.8843)
tensor(9.4123),tensor(-2.8882)
tensor(0.1303),tensor(0.0395)
tensor(0.2012),tensor(0.4398)
tensor(0.6504),tensor(2.2901)
tensor(9.7013),tensor(4.4276)
tensor(1.8307),tensor(0.5544)
tensor(0.2056),tensor(0.7383)
tensor(0.6491),tensor(0.6214)
tensor(14.5777),tensor(-4.2278)
tensor(0.6232),tensor(1.1044)
tensor(0.5904),tensor(3.2735)
tensor(10.8726),tensor(-3.1532)
tensor(0.4111),tensor(0.8985)
tensor(0.3213),tensor(0.0973)
tensor(11.1217),tensor(-3.2255)
tensor(4.0221),tensor(-1.7233)
tensor(0.7836),tensor(2.8138)
tensor(13.9968),tensor(-4.0593)
tensor(13.6474),tensor(-5.9403)
tensor(12.2212),tensor(-3.5443)
tensor(1.9117),tensor(6.8651)
tensor(13.4125),tensor(-3.8898)
tensor(6.3972),tensor(-2.0208)
tensor(0.5273),tensor(0.9345)
tensor(0.6005),tensor(1.0643)
tensor(9.6037),tensor(4.3831)
tensor(8.5902),tensor(3.9205)
tensor(10.1614),tensor(-2.9470)
tensor(2.5098),tensor(-0.3252)
tensor(9.3592),tensor(4.2715)
tensor(11.8682),tensor(-3.4420)
tensor(0.8363),tensor(0.2533)
tensor(0.0795),tensor(0.2053)
tensor(0.4680),tensor(0.8294)
tensor(23.0238),tensor(-6.5119)
tensor(0.6493),tensor(1.1506)
tensor(18.2670),tensor(-4.8598)
tensor(0.0743),tensor(0.0194)
tensor(0.8946),tensor(4.9601)
tensor(11.5008),tensor(-3.3354)
tensor(0.0633),tensor(0.0165)
tensor(1.2579),tensor(4.5174)
tensor(0.7225),tensor(2.5442)
tensor(0.6547),tensor(0.6268)
tensor(14.5582),tensor(-4.2221)
tensor(0.1694),tensor(0.6083)
tensor(0.0660),tensor(0.1704)
tensor(21.5740),tensor(-6.1018)
tensor(0.7625),tensor(1.3512)
tensor(0.7170),tensor(2.5747)
tensor(12.8737),tensor(-3.7336)
tensor(7.0305),tensor(3.2087)
tensor(21.9667),tensor(-6.2129)
tensor(0.1205),tensor(0.4328)
tensor(3.3725),tensor(1.5392)
tensor(1.4963),tensor(0.4532)
tensor(1.4962),tensor(0.4531)
tensor(9.7618),tensor(4.4553)
tensor(10.6963),tensor(-4.6558)
tensor(3.1661),tensor(1.4450)
tensor(0.4513),tensor(1.5892)
tensor(14.7025),tensor(-4.2640)
tensor(0.1848),tensor(-0.1057)
tensor(2.0009),tensor(1.1145)
tensor(0.4198),tensor(1.4783)
tensor(0.5615),tensor(1.4811)
tensor(9.0494),tensor(-2.7768)
tensor(6.3301),tensor(-1.9996)
tensor(0.7657),tensor(4.2454)
tensor(2.5770),tensor(1.1761)
tensor(0.0851),tensor(0.3057)
tensor(23.6281),tensor(-6.6828)
tensor(0.0334),tensor(0.0863)
tensor(0.2268),tensor(1.2575)
tensor(0.1083),tensor(-0.0313)
tensor(1.0040),tensor(-0.1301)
tensor(0.8037),tensor(0.2434)
tensor(5.0321),tensor(2.2966)
tensor(0.2428),tensor(0.2325)
tensor(20.2680),tensor(-8.0521)
tensor(3.3978),tensor(-1.4558)
tensor(0.9441),tensor(5.2342)
tensor(6.4539),tensor(-1.0139)
tensor(0.3329),tensor(0.7277)
tensor(19.9614),tensor(-7.9302)
tensor(0.2036),tensor(0.7310)
tensor(0.1794),tensor(-0.1026)
tensor(0.6564),tensor(1.1632)
tensor(0.0974),tensor(0.0295)
tensor(2.0201),tensor(7.2545)
tensor(0.2319),tensor(0.8165)
tensor(0.9158),tensor(5.0776)
tensor(19.2587),tensor(-7.6510)
tensor(0.8457),tensor(0.2561)
tensor(8.4759),tensor(3.8683)
tensor(0.0584),tensor(0.2099)
tensor(0.2857),tensor(0.0865)
tensor(0.2222),tensor(0.2634)
tensor(0.0515),tensor(-0.0055)
tensor(2.9661),tensor(-1.2708)
tensor(1.4788),tensor(0.4478)
tensor(0.0565),tensor(0.2029)
tensor(20.9419),tensor(-6.2453)
tensor(8.8074),tensor(4.0197)
tensor(0.4199),tensor(-0.2402)
tensor(3.9505),tensor(1.8030)
tensor(0.1698),tensor(-0.0971)
tensor(5.7150),tensor(2.6083)
tensor(7.6262),tensor(-1.1981)
tensor(10.3264),tensor(-2.9948)
tensor(0.8999),tensor(2.4812)
tensor(0.0659),tensor(0.2368)
tensor(9.7235),tensor(-2.8200)
tensor(0.4717),tensor(0.8359)
tensor(0.3003),tensor(0.6563)
tensor(1.0059),tensor(5.5768)
tensor(0.5717),tensor(3.1694)
tensor(1.9196),tensor(-0.8224)
tensor(4.8371),tensor(-0.7599)
tensor(0.4428),tensor(1.5901)
tensor(23.7329),tensor(-6.7124)
tensor(0.6559),tensor(2.3094)
tensor(0.0571),tensor(0.2052)
tensor(5.7889),tensor(2.6420)
tensor(2.2911),tensor(-0.9816)
tensor(1.4859),tensor(0.4500)
tensor(0.1045),tensor(0.3753)
tensor(0.9026),tensor(5.0044)
tensor(0.1223),tensor(0.3158)
tensor(19.2956),tensor(-5.1335)
tensor(19.9450),tensor(-7.9237)
tensor(10.0819),tensor(-2.9239)
tensor(7.9857),tensor(3.6446)
tensor(0.2361),tensor(1.3087)
tensor(4.5833),tensor(2.0918)
tensor(0.4495),tensor(1.6140)
tensor(8.1062),tensor(3.6996)
tensor(8.1339),tensor(3.7123)
tensor(0.5811),tensor(1.0299)
tensor(1.1409),tensor(4.0971)
tensor(0.8052),tensor(2.8353)
tensor(0.3882),tensor(0.8486)
tensor(6.4919),tensor(2.9629)
tensor(0.8746),tensor(3.0794)
tensor(0.7611),tensor(2.7333)
tensor(0.3761),tensor(0.8221)
tensor(1.3153),tensor(-0.1705)
tensor(0.3716),tensor(1.3084)
tensor(0.1139),tensor(0.2940)
tensor(1.2513),tensor(4.4935)
tensor(0.0812),tensor(0.2916)
tensor(0.5015),tensor(0.8887)
tensor(1.0587),tensor(5.8695)
tensor(5.7931),tensor(-1.8300)
tensor(0.3497),tensor(0.3348)
tensor(8.7082),tensor(-2.6721)
tensor(22.9567),tensor(-6.4929)
tensor(5.2441),tensor(-1.6565)
tensor(0.0651),tensor(0.2338)
tensor(20.4563),tensor(-6.1005)
tensor(9.3994),tensor(4.2898)
tensor(6.5288),tensor(2.9797)
tensor(0.0729),tensor(-0.0211)
tensor(1.2406),tensor(3.4206)
tensor(0.0222),tensor(0.0573)
tensor(3.3688),tensor(-0.4366)
tensor(0.0630),tensor(0.2261)
tensor(0.4554),tensor(1.2011)
tensor(6.8226),tensor(-2.0935)
tensor(0.7756),tensor(4.2999)
tensor(0.7542),tensor(-0.4314)
tensor(0.3931),tensor(1.4117)
tensor(14.1203),tensor(-4.0951)
tensor(0.0915),tensor(0.2362)
tensor(0.7577),tensor(4.2008)
tensor(2.9697),tensor(-1.2724)
tensor(10.4379),tensor(-3.0271)
tensor(0.4170),tensor(0.3992)
tensor(0.7284),tensor(4.0386)
tensor(0.4575),tensor(0.8108)
tensor(0.7311),tensor(2.5744)
tensor(6.7802),tensor(-2.0805)
tensor(0.5008),tensor(1.7983)
tensor(0.4832),tensor(0.8563)
