x0,y0,attracted
-1.049056074773545,-0.7332578956970806,1
-1.0514722572125574,-0.7418011227705414,-1
-0.8966147209386879,0.9835217244145453,1
-0.9020681354099559,0.9845457514466182,-1
-0.8421874992366444,1.144316713661163,1
-0.8494616886152973,1.1504330624696864,-1
-1.0373511585245658,-0.7484299957457798,1
-1.0397951931604985,-0.7573741569880263,-1
-0.907780895844726,0.9613916124808431,1
-0.915223264350171,0.9622385092064458,-1
-0.9211919192619915,0.9145507432539344,1
-0.9266899069661342,0.9143962688458636,-1
-0.3792167691576105,-1.1792655833908832,1
-0.3787298444301346,-1.1843585464415978,-1
0.3535880680814959,-1.423896785157404,1
0.35559646539264994,-1.4289463011610852,-1
-0.11487680740215138,-1.2837894064783617,1
-0.11296141697333248,-1.292875486984669,-1
-0.3088114176623524,-1.2098417162849668,1
-0.3081152503189094,-1.2153134339076317,-1
1.4478674427789817,-1.6651549674062567,1
1.4523152149815783,-1.6708332198710825,-1
-0.9301877186594976,-0.8601824736140681,1
-0.9320995822499585,-0.8699328049264636,-1
-1.0542274047977682,-0.7286289374744432,1
-1.0556505601226711,-0.7335921719910461,-1
0.9525354681570064,-1.5668265779572614,1
0.9557761703763767,-1.572092867036567,-1
0.11152831421007736,-1.3538848360736166,1
0.11324932166235403,-1.3595515350602532,-1
-1.1740010894608923,0.051946440518990444,1
-1.1783987517413053,0.045485835215025014,-1
1.835860027194973,-1.7288939265986114,1
1.8408937286716398,-1.7344210559385134,-1
-0.25708083415343214,-1.2260834037179134,1
-0.25575064548079135,-1.234932010961832,-1
0.1667002251761764,-1.373438147041898,1
0.168269588425717,-1.378264967007436,-1
-0.8604931015466772,1.1014553090504704,1
-0.8659867568396484,1.104932312040591,-1
-1.023235271755201,-0.7662182998756129,1
-1.0256424380060163,-0.7754049653996886,-1
-0.048664199560178104,-1.304713838802369,1
-0.04743352251840735,-1.309873195273102,-1
-1.1874433096920438,-0.007945496156878739,1
-1.1910787984829834,-0.01352677551443085,-1
-1.0004118561521225,0.6651846519913442,1
-1.0052966837631339,0.6621736810080538,-1
-0.6611097622701263,-1.0435401073361041,1
-0.661317991859469,-1.0486114172945846,-1
-1.0450308766004328,0.5255093585778285,1
-1.0513107981544232,0.5201226180646327,-1
-0.7970799690112127,-0.9607454163375726,1
-0.7981322179792033,-0.9698952880506401,-1
-0.7139092870657948,1.6000524543285133,1
-0.7154809647770967,1.6080045048905627,-1
-1.1753437731221978,-0.5045529928926223,1
-1.1773885397597135,-0.5094625501072166,-1
-0.8339894509730882,1.1956492384674153,1
-0.8404938809568816,1.202611317490828,-1
-0.5084964186455656,-1.1235418201530853,1
-0.5083127351085845,-1.1287788277661477,-1
-0.9841851205445658,0.711998048377901,1
-0.9924273335841458,0.7076688624967495,-1
-0.5505608061070204,-1.103710322158663,1
-0.5504856650072777,-1.1088311263978374,-1
-1.0132077491552511,-0.7773131635135608,1
-1.014918781042801,-0.784038228019758,-1
-1.0538010453087012,0.4981054439552465,1
-1.0581449385536879,0.49419697870204393,-1
-1.1068019536300717,0.3208059691438647,1
-1.1121742523242037,0.3146496202927376,-1
-0.3151155659072852,-1.2061476071661845,1
-0.31401969352836845,-1.2149503995782527,-1
-1.0749897503829393,-0.700779374836347,1
-1.076689657835784,-0.7063632495146654,-1
-0.8963332444084172,0.9923154724312002,1
-0.9044362331982447,0.994063865145992,-1
-0.7296403271586274,1.5478498659584525,1
-0.7309735739939263,1.5534188097924178,-1
-1.1573977129693698,0.1252583615534083,1
-1.1624158088942762,0.11831166768383514,-1
-0.9278561197687282,0.8924811152364154,1
-0.9363326914312546,0.8917092361798811,-1
1.253687199633842,-1.62802213306029,1
1.2574454043085121,-1.633251949227533,-1
-1.0903682384918147,-0.6786865922650265,1
-1.0921769319559518,-0.6843703325090666,-1
-1.0415402595884453,0.5405924976536726,1
-1.0454823414515506,0.5373144150989662,-1
-1.1327744744350894,-0.6052079733960202,1
-1.1359134391670778,-0.6138973832252834,-1
-1.0308764735156664,0.5625623525238626,1
-1.0374063255723405,0.5573222684074791,-1
1.0117936806333008,-1.5767627260802137,1
1.0153160486913504,-1.582295670510821,-1
-0.8607516537073581,1.11108512818861,1
-0.8660428795960791,1.1146126182194458,-1
-1.0503065345319578,0.5139623055508467,1
-1.054393402818278,0.5103956459769033,-1
-0.8350091894701432,1.1945880969928382,1
-0.8400031602125942,1.199891233079868,-1
-0.9052126650217638,0.965445439434716,1
-0.9107193766050963,0.9661457323648921,-1
-0.8535926345562115,1.1182388521834339,1
-0.8583869495202654,1.1216443029839447,-1
0.49237906739203446,-1.4619681579577595,1
0.49488536587099985,-1.4675431493468063,-1
-0.295312866736354,-1.211878295242731,1
-0.2940232567143233,-1.2215434828074234,-1
-0.863645666125257,1.0967321272963826,1
-0.8705561291623328,1.1009419802413107,-1
-1.0855648715491346,0.39009563142087605,1
-1.0903767590724107,0.3850096073719861,-1
-0.8561109336093435,1.1222975576564607,1
-0.8603539221017158,1.1253463176734164,-1
0.12594543842957368,-1.3558392185113597,1
0.12882814096032763,-1.365145207797342,-1
-0.5574017391151782,-1.1019531591421545,1
-0.5573426799850494,-1.107175018203228,-1
-1.2110057076727219,-0.3178055165535447,1
-1.2143783762613187,-0.3244468730942285,-1
0.18438541449431878,-1.3777782250136346,1
0.186278241464862,-1.3834760130868227,-1
0.43833143993659396,-1.4459445392710504,1
0.44054108879026366,-1.4510856947934483,-1
0.5683587878346505,-1.477518361006494,1
0.5707468865237145,-1.482511389109531,-1
-0.7727528710269627,1.39936652166603,1
-0.7759075626568285,1.4071573145367138,-1
-0.8239414033213868,1.2194511360209463,1
-0.8273250800118901,1.223552844069094,-1
-0.8554477235654883,1.12759718635958,1
-0.8630902525088311,1.1332491038541703,-1
-0.7994706529301064,1.3033146190735636,1
-0.804133503383829,1.311382416148441,-1
-1.1771058934333398,0.04011447750175122,1
-1.1819976082843906,0.03286846373902522,-1
-1.2031936201741897,-0.3883789662890171,1
-1.2063554320450987,-0.3950414389938056,-1
-1.0128801001310168,-0.7770269230599791,1
-1.014923828547075,-0.7823666049412062,-1
-1.071979826449893,0.4337712208384096,1
-1.077060786898207,0.43799879306271605,-1
-0.9890704154531476,0.705145668606057,1
-0.9923350561195197,0.7114073882025522,-1
-0.9988314871060694,-0.7915155164595029,1
-1.000903067719048,-0.7972561325095158,-1
-1.0507226972154693,0.5102438655064288,1
-1.057420157675006,0.5174978526164988,-1
-1.0959586733388738,0.35404439164386153,1
-1.1010842070200622,0.3570934624280244,-1
-0.4319839819804436,-1.1597903572219534,1
-0.43063767850253765,-1.1667727381311492,-1
0.2855805418310313,-1.4060910251706586,1
0.2899697904762936,-1.4129865119857872,-1
-0.14030930976651354,-1.272492676150736,1
-0.13802146531474047,-1.2783752114648097,-1
-0.38270998564792624,-1.180801161471435,1
-0.38094519693808593,-1.1885410515245312,-1
1.3030527529281226,-1.6366363165962379,1
1.3076867521421967,-1.6407127964649468,-1
-0.9065763466074297,-0.8779973306817819,1
-0.9081157561749365,-0.8845441168019438,-1
-1.0046878428526473,-0.7901282835067888,1
-1.0071616994794987,-0.7968512073477609,-1
0.8698801716307574,-1.5486763465756632,1
0.8733071008616048,-1.552340863058852,-1
-0.008132849167598426,-1.3187036493394364,1
-0.004318380240090902,-1.326833502120476,-1
-1.2110176097234313,-0.32916840751781884,1
-1.21504281798089,-0.3324254676295506,-1
1.741161978529258,-1.713419585030003,1
1.746381907017402,-1.717344941773788,-1
-0.2755438780165963,-1.222568994803471,1
-0.27384123532100135,-1.228214056855156,-1
0.1213730670206121,-1.360150918374832,1
0.12488424754264746,-1.3666010131136748,-1
-0.9772103616699076,0.7316605166288347,1
-0.979584735293439,0.7366025633161286,-1
-0.9849411701163393,-0.8054137030974897,1
-0.9869758823442006,-0.8113968234293318,-1
-0.12590613882125073,-1.2763219560086,1
-0.12307233071475504,-1.2834371237578326,-1
-1.2108026134310104,-0.28592781576971915,1
-1.217328682966981,-0.29068328410035604,-1
-1.1539765118154777,0.12443345349048604,1
-1.1630012589915921,0.12481860190837245,-1
-0.682881757021347,-1.033987667512772,1
-0.6829257621770783,-1.0409267422374993,-1
-1.140606046160305,0.1897299765293075,1
-1.146141059668387,0.19075032640057896,-1
-0.7973482066429379,-0.960371859886743,1
-0.7980280015879744,-0.9663181864075768,-1
-0.7537946448610923,1.460959406788327,1
-0.754208029693789,1.4681389772615852,-1
-1.103129025470283,-0.656769874907315,1
-1.1068461047223601,-0.66338544414427,-1
-0.963641008375669,0.7724790577365028,1
-0.9665207693446116,0.7791636424404428,-1
-0.5528546093933223,-1.1028774382834312,1
-0.5521147882964061,-1.1101479083173225,-1
-1.133000516095387,0.2307727620447728,1
-1.1404978210890588,0.23285066654808861,-1
-0.5873224898891132,-1.0854121080108872,1
-0.5867997536666735,-1.0924501712970018,-1
-1.010309377630327,-0.7763592411483713,1
-1.012986533359518,-0.7834022797762983,-1
-1.184009131901585,0.0137908195384897,1
-1.1919520103456502,0.012380979416551932,-1
-1.2106482912974323,-0.21192940415909475,1
-1.21564813596861,-0.21488220781798822,-1
-0.3335448598454824,-1.200604014878945,1
-0.33207653344361143,-1.2062032620987795,-1
-1.011701969465015,-0.7800060749062541,1
-1.01472933034775,-0.7879702790706574,-1
-1.0472479890493323,0.5158724838550877,1
-1.0509270294212918,0.5199502254047172,-1
-0.744206380445419,1.499228573789923,1
-0.7445005498401143,1.5052165908991393,-1
-1.1713547054451767,0.041426583070227285,1
-1.1799010812031727,0.04034737610001557,-1
-1.0777114195455553,0.3970515763950213,1
-1.0854430831621733,0.4026867877229543,-1
1.1939957077523318,-1.615672065371327,1
1.197940139438479,-1.6193001089424532,-1
-1.0228727323506637,-0.7695204893131049,1
-1.0261176652559836,-0.7776844246089517,-1
-1.1611342977419454,0.09388350604621125,1
-1.1682735534222473,0.09373443132126572,-1
-1.0795754750004,-0.6969156496638232,1
-1.082341985709434,-0.7024015143008528,-1
-1.1384604323426846,0.19738108878921273,1
-1.1442453763534504,0.19854809505729656,-1
0.8856536127893462,-1.5510027549780163,1
0.8893622078588729,-1.5549339268125069,-1
-1.0248977139508608,0.5819240881804236,1
-1.0298164858166277,0.5886551234034929,-1
-1.1733964227724505,0.05536326019341773,1
-1.1808252512991824,0.05463703142999849,-1
-0.9433558613635991,0.8417648550468189,1
-0.9454803927118703,0.8476199682825674,-1
-1.0812712587513054,0.41242379901288095,1
